@relation FloodingsSP-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R2-3

@attribute distance numeric
@attribute mm_1h numeric
@attribute mm_2h numeric
@attribute mm_3h numeric
@attribute mm_4h numeric
@attribute mm_6h numeric
@attribute mm_12h numeric
@attribute mm_24h numeric
@attribute mm_48h numeric
@attribute mm_72h numeric
@attribute mm_96h numeric
@attribute mm_120h numeric
@attribute class {0,1}

@data
1114.189381,10.09,5.345,3.83,3.0225,2.281667,1.540833,1.22875,1.213958,0.904861,0.701562,0.56125,1
1114.189381,0.4,0.2,0.133333,0.1,0.066667,0.033333,0.016667,0.008333,0.008333,0.008333,0.006667,1
1900.074473,8.06,4.13,2.753333,2.065,1.376667,0.688333,0.344167,0.172083,0.114722,0.119167,0.095333,1
1174.057552,17.98,9.185,6.123333,4.5925,3.061667,1.530833,0.765417,0.423958,0.282639,0.238646,0.376333,1
1174.057552,0.2,0.1,0.066667,0.05,0.033333,0.016667,0.008333,0.004167,0.002778,0.002083,0.001667,0
1174.057552,23.2,11.6,7.733333,5.85,3.9,1.95,1.13125,0.816042,0.645417,0.551667,0.624083,1
1174.057552,0.2,0.1,0.066667,0.05,0.033333,0.016667,0.008333,0.004167,0.002778,0.002083,0.001667,0
1174.057552,23.2,11.6,7.733333,5.85,3.9,1.95,1.13125,0.816042,0.645417,0.551667,0.624083,1
1174.057552,0.2,0.1,0.066667,0.05,0.033333,0.016667,0.008333,0.004167,0.002778,0.002083,0.001667,0
1174.057552,18.3,9.15,6.1,4.575,3.05,1.525,1.131667,1.041458,0.694306,0.520729,0.524417,1
1174.057552,0.2,0.1,0.066667,0.05,0.033333,0.016667,0.008333,0.004167,0.002778,0.002083,0.001667,0
1174.057552,23.2,11.6,7.733333,5.85,3.9,1.95,1.13125,0.816042,0.645417,0.551667,0.624083,1
1174.057552,0.2,0.1,0.066667,0.05,0.033333,0.016667,0.008333,0.004167,0.002778,0.002083,0.001667,0
1174.057552,18.77,9.58,6.386667,4.79,3.193333,1.596667,0.798333,0.440417,0.293611,0.246771,0.382833,1
1174.057552,0.2,0.1,0.066667,0.05,0.033333,0.016667,0.008333,0.004167,0.002778,0.002083,0.001667,0
1174.057552,13.67,6.835,4.556667,3.4175,2.278333,1.155833,0.577917,0.288958,0.192639,0.144479,0.115583,1
1174.057552,0.2,0.1,0.066667,0.05,0.033333,0.016667,0.008333,0.004167,0.002778,0.002083,0.001667,0
1174.057552,20.77,10.385,6.923333,5.1925,3.461667,1.7475,0.87375,0.436875,0.29125,0.218437,0.17475,1
1174.057552,0.2,0.1,0.066667,0.05,0.033333,0.016667,0.008333,0.004167,0.002778,0.002083,0.001667,0
1174.057552,54.88,27.44,18.293333,13.72,9.18,4.59,2.295,1.184583,0.888472,0.963542,0.841417,1
1174.057552,0.2,0.1,0.066667,0.05,0.033333,0.016667,0.008333,0.004167,0.002778,0.002083,0.001667,0
1174.057552,1.78,30.49,20.853333,15.64,10.426667,5.23,2.615,1.315833,0.918472,1.043542,0.8775,1
1174.057552,0.2,0.1,0.066667,0.05,0.033333,0.016667,0.008333,0.004167,0.002778,0.002083,0.001667,0
1439.546185,13.67,6.835,4.556667,3.4175,2.278333,1.155833,0.577917,0.288958,0.192639,0.144479,0.115583,1
1439.546185,0.2,0.1,0.066667,0.05,0.033333,0.016667,0.008333,0.004167,0.002778,0.002083,0.001667,0
1634.687597,4.72,11.015,8.063333,6.0475,4.098333,2.099167,1.049583,1.202917,0.878611,0.658958,0.527167,1
1634.687597,0.2,0.1,0.066667,0.05,0.033333,0.016667,0.008333,0.004167,0.002778,0.002083,0.001667,0
1744.995409,0.2,13.555,9.036667,6.7775,4.518333,2.259167,1.129583,0.564792,0.609861,0.559896,0.447917,1
1744.995409,0.2,8.07,7.933333,1.404688,1.002292,0.615833,0.336667,0.169896,0.609444,0.106328,0.085062,0
1744.995409,2.36,1.18,0.786667,0.59,0.393333,0.196667,0.18875,0.254375,0.169583,0.404792,0.33875,1
1744.995409,1.7525,0.1,0.066667,0.05,0.033333,0.016667,0.008333,0.169896,0.122882,0.106328,0.085062,0
1744.995409,15.42,7.71,5.14,3.855,2.57,1.285,0.732917,0.52625,0.350833,0.540833,0.447583,1
1744.995409,6.13,1.725625,1.494583,1.404688,1.002292,0.615833,0.336667,0.169896,0.122882,0.106328,0.085062,0
1744.995409,7.86,5.015,8.513333,6.5325,4.355,2.343333,2.462917,1.231458,0.820972,0.615729,0.492583,1
1744.995409,6.13,1.725625,7.933333,1.404688,1.002292,0.615833,1.795,0.905833,0.609444,0.56625,0.453,0
701.111524,26.42,13.705,9.136667,6.8525,4.568333,2.333333,1.166667,0.583333,0.388889,0.291667,0.233333,1
701.111524,12.59,13.48,1.941616,1.699091,1.42697,0.81851,0.489697,0.311162,0.257971,0.220638,0.20024,0
701.111524,7.68,4.04,2.76,2.12,1.613333,0.806667,0.592083,0.296042,0.200139,0.150104,0.120083,1
701.111524,2.442424,2.381061,1.941616,1.699091,1.42697,0.016667,0.489697,0.004167,0.002778,0.002083,0.001667,0
701.111524,15.85,13.705,9.136667,6.8525,4.568333,2.333333,1.166667,0.583333,0.388889,0.291667,0.233333,1
701.111524,12.59,13.48,1.941616,1.699091,1.42697,0.81851,0.489697,0.311162,0.257971,0.220638,0.20024,0
701.111524,5.51,7.475,5.9,4.475,2.983333,1.640833,0.820417,0.410208,0.292917,0.227917,0.182333,1
701.111524,2.442424,2.381061,1.941616,1.699091,1.42697,0.81851,0.489697,0.311162,0.257971,0.220638,0.001667,0
701.111524,0,0,0,0,0,0.016667,1.467083,0.80375,0.535833,0.424688,0.33975,1
701.111524,?,?,?,?,?,0.016667,0.489697,0.311162,0.257971,0.220638,0.20024,0
701.111524,0,2.655,4,3.3925,4.953333,2.476667,1.238333,0.619167,0.478472,0.358854,0.28875,1
701.111524,?,2.381061,1.941616,1.699091,1.42697,0.81851,0.489697,0.311162,0.257971,0.220638,0.20024,0
701.111524,3.34,1.67,1.113333,0.835,0.556667,0.278333,0.139167,0.07375,0.189028,0.141771,0.113417,1
701.111524,2.442424,0.1,0.066667,0.05,0.033333,0.016667,0.008333,0.004167,0.002778,0.002083,0.001667,0
1000.179746,38.58,34.805,23.336667,17.5525,11.701667,5.8675,2.950417,1.483542,1.546806,1.258646,1.006917,1
1000.179746,12.59,13.48,10.163333,7.6225,5.081667,2.691667,1.730833,0.311162,1.05,0.7875,0.67425,0
527.846676,12.41,6.205,4.136667,3.1025,2.068333,1.034167,0.525417,0.262708,0.175139,0.131354,0.105083,1
527.846676,4.53,5.795,1.316923,1.205673,0.963526,0.670513,0.403221,0.008333,0.005556,0.004167,0.003333,0
527.846676,1.58,0.79,0.526667,0.395,0.263333,0.131667,0.065833,0.032917,0.021944,0.026875,0.11075,1
527.846676,1.436154,0.1,0.066667,0.05,0.066667,0.033333,0.016667,0.008333,0.005556,0.004167,0.003333,0
562.529702,24.2,18.39,20.88,15.66,10.44,5.22,2.61,1.305,0.87,0.6525,0.522,1
562.529702,4.53,5.795,7.366667,6.9725,5.24,3.096667,1.680417,0.840208,0.568472,0.504375,0.4035,0
698.317202,0,0.1,0.066667,0.05,0.066667,0.066667,0.066667,0.070833,0.075,0.077083,0.076667,1
698.317202,?,0.1,0.066667,0.05,0.066667,0.033333,0.016667,0.008333,0.005556,0.004167,0.003333,0
996.615062,0,0.1,0.066667,0.1,0.1,0.083333,0.083333,0.083333,0.083333,0.08125,0.076667,1
996.615062,?,0.1,0.066667,0.05,0.066667,0.033333,0.016667,0.008333,0.005556,0.004167,0.003333,0
1047.35886,7.68,3.84,2.56,1.92,1.378333,0.755,0.3775,0.320208,0.213472,0.217604,0.211917,1
1047.35886,4.53,1.313846,1.316923,1.205673,0.963526,0.670513,0.016667,0.272556,0.005556,0.191619,0.165404,0
1161.746464,2.36,1.18,0.786667,0.59,0.393333,0.196667,0.098333,0.110417,0.145694,0.109271,0.087417,1
1161.746464,1.436154,0.1,0.066667,0.05,0.066667,0.033333,0.016667,0.008333,0.005556,0.004167,0.003333,0
1161.746464,11.62,7.97,5.446667,4.185,5.385,2.6925,1.34625,0.747083,0.670417,0.504896,0.417167,1
1161.746464,4.53,5.795,1.316923,1.205673,5.24,0.670513,0.403221,0.272556,0.568472,0.504375,0.4035,0
1161.746464,28.66,17.73,11.82,8.865,5.91,2.955,2.150417,1.41625,0.993333,0.874271,0.701083,1
1161.746464,4.53,5.795,7.366667,6.9725,5.24,0.670513,1.680417,0.840208,0.568472,0.504375,0.4035,0
1161.746464,7.87,3.935,2.756667,2.7075,2.263333,1.280833,0.746667,0.385625,0.257083,0.225938,0.18075,1
1161.746464,4.53,1.313846,1.316923,1.205673,0.963526,0.670513,0.403221,0.272556,0.222334,0.191619,0.165404,0
1161.746464,1.59,1.19,0.793333,0.595,0.396667,0.198333,0.099167,0.049583,0.033056,0.035208,0.117417,1
1161.746464,1.436154,0.1,0.066667,0.05,0.066667,0.033333,0.016667,0.008333,0.005556,0.004167,0.003333,0
1161.746464,9.05,4.525,3.083333,2.8525,2.46,1.296667,0.795833,0.410208,0.273472,0.238229,0.190583,1
1161.746464,4.53,1.313846,1.316923,1.205673,0.963526,0.670513,0.403221,0.272556,0.222334,0.191619,0.165404,0
1161.746464,7.28,13.875,9.25,6.9375,4.625,2.329167,1.639583,1.246458,0.869444,0.652083,0.521667,1
1161.746464,4.53,5.795,7.366667,1.205673,0.963526,0.670513,0.403221,0.840208,0.568472,0.504375,0.4035,0
1161.746464,37.78,25.385,16.923333,12.6925,8.461667,4.230833,2.132083,1.078333,1.350556,1.012917,0.810333,1
1161.746464,4.53,5.795,7.366667,6.9725,5.24,3.096667,1.680417,0.840208,0.568472,0.504375,0.4035,0
1297.469212,0,0,0,0.05,0.033333,0.033333,0.033333,0.033333,0.033333,0.035417,0.036667,1
1297.469212,?,?,?,0.05,?,0.033333,0.016667,0.008333,0.005556,0.004167,0.003333,0
1369.66267,0,0,0,0,0.033333,0.016667,0.016667,0.020833,0.019444,0.022917,0.021667,1
1369.66267,?,?,?,?,?,?,0.016667,0.008333,0.005556,0.004167,0.003333,0
1469.686178,0.2,0.1,0.066667,0.1,0.066667,0.083333,0.075,0.070833,0.075,0.079167,0.078333,1
1469.686178,0.2,0.1,0.066667,0.05,0.066667,0.033333,0.016667,0.008333,0.005556,0.004167,0.003333,0
1469.686178,0.2,0.1,0.066667,0.1,0.066667,0.083333,0.075,0.070833,0.075,0.077083,0.076667,1
1469.686178,0.2,0.1,0.066667,0.05,0.066667,0.033333,0.016667,0.008333,0.005556,0.004167,0.003333,0
1805.136472,0,0,0.066667,0.05,0.033333,0.05,0.05,0.058333,0.061111,0.06875,0.071667,1
1805.136472,?,?,0.066667,0.05,?,0.033333,0.016667,0.008333,0.005556,0.004167,0.003333,0
330.608449,20.42,13.96,9.306667,6.98,4.653333,2.326667,2.122917,1.061458,0.748889,0.582292,0.5675,1
330.608449,16.52,9.345,6.816667,6.585,0.998619,0.580762,1.69625,1.042083,0.694722,0.563646,0.149105,0
846.898746,41.11,20.555,13.703333,10.2775,6.851667,3.425833,1.786667,1.303958,0.869306,1.066771,0.853417,1
846.898746,16.52,9.345,6.816667,6.585,4.95,2.965833,1.69625,1.042083,0.694722,0.563646,0.662167,0
1839.370355,3.74,1.97,1.313333,0.985,0.656667,0.345,2.144583,1.556458,1.731528,1.485521,1.218,1
1839.370355,2.847714,0.1,0.066667,0.05,0.033333,0.016667,1.69625,1.042083,0.694722,0.563646,0.662167,0
1839.370355,0,0,0,0,0,0,0.008333,0.004167,0.002778,0.002083,0.001667,1
1839.370355,?,?,?,?,?,?,0.008333,0.004167,0.002778,0.002083,0.001667,0
1839.370355,6.88,12.995,8.663333,6.4975,4.331667,2.165833,1.082917,0.541458,0.360972,0.276979,0.221583,1
1839.370355,2.847714,9.345,6.816667,1.272571,0.998619,0.580762,0.365202,0.218714,0.180952,0.16614,0.149105,0
1839.370355,24.01,17.025,11.483333,9.545,6.79,4.33,2.665833,1.345208,0.896806,0.888438,0.71075,1
1839.370355,16.52,9.345,6.816667,6.585,4.95,2.965833,1.69625,1.042083,0.694722,0.563646,0.662167,0
389.892672,4.32,2.16,1.44,1.08,0.72,0.36,0.205,0.1025,0.068333,0.05125,0.041,1
389.892672,1.398571,0.863571,0.69,0.610357,0.551667,0.016667,0.008333,0.008333,0.005556,0.004167,0.003333,0
394.993277,31.52,15.76,10.506667,7.88,5.253333,2.626667,3.923333,1.98625,1.324167,0.993125,0.7945,1
394.993277,14.38,7.59,5.26,4.195,2.996667,1.848333,1.1825,0.838125,0.603056,0.452292,0.394417,0
394.993277,18.7,16.66,15.98,11.985,7.99,3.995,2.005833,1.084792,0.772361,0.579271,0.463417,1
394.993277,14.38,7.59,5.26,4.195,2.996667,1.848333,1.1825,0.838125,0.603056,0.452292,0.394417,0
553.581606,0,0,0,0.2475,2.033333,4.025,2.914583,1.457292,0.971528,0.755417,0.71925,1
553.581606,?,?,?,0.05,0.551667,1.848333,1.1825,0.838125,0.603056,0.452292,0.394417,0
553.581606,0,0,0.33,0.7375,2.983333,4.14,2.914583,1.457292,0.971528,0.755417,0.71925,1
553.581606,?,?,0.066667,0.610357,0.551667,1.848333,1.1825,0.838125,0.603056,0.452292,0.394417,0
553.581606,0.2,0.2,0.2,0.15,0.166667,0.25,0.316667,0.158333,0.105556,0.079167,0.063333,1
553.581606,0.2,0.1,0.066667,0.05,0.033333,0.016667,0.297381,0.008333,0.005556,0.004167,0.003333,0
555.900222,2.95,2.555,2.036667,1.7775,1.418333,0.975833,0.980417,0.502708,0.335139,0.251354,0.201083,1
555.900222,1.398571,0.863571,0.69,0.610357,0.551667,0.46744,0.297381,0.210789,0.167966,0.140722,0.130131,0
594.747196,1.97,1.485,1.323333,1.1925,0.961667,0.814167,0.84125,0.433125,0.28875,0.216562,0.17325,1
594.747196,1.398571,0.863571,0.69,0.610357,0.551667,0.46744,0.297381,0.210789,0.167966,0.140722,0.130131,0
627.831777,10.63,16.855,13.736667,12.135,8.09,4.045,2.0225,1.060417,0.780556,0.585417,0.468333,1
627.831777,1.398571,7.59,5.26,4.195,2.996667,1.848333,1.1825,0.838125,0.603056,0.452292,0.394417,0
694.90053,9.05,7.08,7.866667,8.975,6.705,3.795833,2.717917,1.358958,0.905972,0.70625,0.679917,1
694.90053,1.398571,0.863571,5.26,4.195,2.996667,1.848333,1.1825,0.838125,0.603056,0.452292,0.394417,0
857.116575,7.46,13.875,9.25,6.9375,5.051667,2.820833,1.44375,1.83875,1.975417,1.481562,1.18525,1
857.116575,1.398571,7.59,5.26,4.195,2.996667,1.848333,1.1825,0.838125,0.603056,0.452292,0.394417,0
876.498995,0.4,0.3,0.266667,0.2,0.166667,0.166667,0.373333,0.215417,0.143611,0.203542,0.1895,1
876.498995,0.2,0.1,0.066667,0.05,0.033333,0.016667,0.297381,0.210789,0.005556,0.140722,0.130131,0
904.81643,1.98,4.625,5.57,9.25,6.166667,3.296667,1.795833,1.826458,2.103889,1.577917,1.262333,1
904.81643,1.398571,0.863571,5.26,4.195,2.996667,1.848333,1.1825,0.838125,0.603056,0.452292,0.394417,0
944.682311,0.4,0.5,0.533333,0.5,0.5,0.533333,0.516667,0.6,0.544444,0.545833,0.583333,1
944.682311,0.2,0.1,0.066667,0.05,0.033333,0.46744,0.297381,0.210789,0.167966,0.452292,0.394417,0
944.682311,0.4,0.5,0.533333,0.5,0.5,0.533333,0.516667,0.6,0.544444,0.545833,0.583333,1
944.682311,0.2,0.1,0.066667,0.05,0.033333,0.46744,0.297381,0.210789,0.167966,0.452292,0.394417,0
965.846674,3.53,1.765,1.176667,0.8825,0.588333,0.294167,0.172083,0.086042,0.057361,0.043021,0.034417,1
965.846674,1.398571,0.863571,0.69,0.610357,0.551667,0.016667,0.008333,0.008333,0.005556,0.004167,0.003333,0
985.582214,0,0,0,3.3325,7.563333,3.781667,1.890833,0.945417,0.756111,0.618333,0.494667,1
985.582214,?,?,?,0.610357,2.996667,1.848333,1.1825,0.838125,0.603056,0.452292,0.394417,0
1026.741046,0,0,0,0,7.563333,3.781667,1.890833,0.945417,0.756111,0.618333,0.494667,1
1026.741046,?,?,?,?,2.996667,1.848333,1.1825,0.838125,0.603056,0.452292,0.394417,0
1026.741046,0.8,1,1.196667,1.1425,0.761667,0.380833,0.190417,0.095208,0.06625,0.055938,0.06475,1
1026.741046,0.2,0.863571,0.69,0.610357,0.551667,0.016667,0.008333,0.008333,0.005556,0.004167,0.003333,0
1026.741046,0,0,0,0,0,2.921667,1.780833,1.119792,1.03625,0.869583,0.920667,1
1026.741046,?,?,?,?,?,1.848333,1.1825,0.838125,0.603056,0.452292,0.394417,0
1061.300872,2.75,3.34,2.293333,5.5075,3.738333,1.869167,0.942917,0.648125,0.432083,0.391667,0.313333,1
1061.300872,1.398571,0.863571,0.69,4.195,2.996667,1.848333,0.297381,0.210789,0.167966,0.140722,0.130131,0
1061.300872,45.38,22.69,15.126667,11.345,7.563333,3.781667,1.890833,1.13,0.818889,0.618333,0.494667,1
1061.300872,14.38,7.59,5.26,4.195,2.996667,1.848333,1.1825,0.838125,0.603056,0.452292,0.394417,0
1192.087216,0,0,0,0,0.491667,3.713333,2.914583,1.457292,0.971528,0.755417,0.71925,1
1192.087216,?,?,?,?,0.033333,1.848333,1.1825,0.838125,0.603056,0.452292,0.394417,0
1192.087216,0.2,0.495,2.426667,3.4925,5.851667,4.189167,2.914583,1.457292,0.971528,0.755417,0.71925,1
1192.087216,0.2,0.1,0.69,0.610357,2.996667,1.848333,1.1825,0.838125,0.603056,0.452292,0.394417,0
1356.733088,0.4,0.5,0.466667,0.45,0.5,1.268333,0.634167,0.329583,0.219722,0.164792,0.131833,1
1356.733088,0.2,0.1,0.066667,0.05,0.033333,0.46744,0.297381,0.210789,0.167966,0.140722,0.130131,0
1392.027857,16.06,8.03,5.353333,4.015,2.676667,1.338333,0.669167,0.519167,0.411667,0.312917,0.250333,1
1392.027857,14.38,7.59,5.26,0.610357,0.551667,0.46744,0.297381,0.210789,0.167966,0.140722,0.130131,0
1392.027857,5.69,4.52,3.146667,2.41,1.64,0.82,0.426667,0.783958,0.525417,0.396146,0.349667,1
1392.027857,1.398571,0.863571,0.69,0.610357,0.551667,0.46744,0.297381,0.210789,0.167966,0.140722,0.130131,0
1392.027857,8.26,7.77,6.553333,9.6625,7.098333,4.106667,2.873333,1.436667,0.957778,0.745104,0.711,1
1392.027857,1.398571,7.59,5.26,4.195,2.996667,1.848333,1.1825,0.838125,0.603056,0.452292,0.394417,0
1392.027857,2.36,1.77,1.18,0.885,0.59,0.295,0.1475,0.07375,0.049167,0.036875,0.0295,1
1392.027857,1.398571,0.863571,0.69,0.610357,0.551667,0.016667,0.008333,0.008333,0.005556,0.004167,0.003333,0
1392.027857,8.66,4.33,2.953333,2.315,2.066667,1.083333,0.779583,0.389792,0.270833,0.254479,0.203583,1
1392.027857,1.398571,0.863571,0.69,0.610357,0.551667,0.46744,0.297381,0.210789,0.167966,0.140722,0.130131,0
1431.882648,33.1,17.735,12.216667,9.1625,6.108333,3.054167,1.527083,0.763542,0.509028,0.381771,0.305417,1
1431.882648,14.38,7.59,5.26,4.195,2.996667,1.848333,1.1825,0.210789,0.167966,0.140722,0.130131,0
1484.134616,13.33,22.69,15.126667,11.345,7.563333,3.781667,1.890833,1.093125,0.818889,0.618333,0.494667,1
1484.134616,1.398571,7.59,5.26,4.195,2.996667,1.848333,1.1825,0.838125,0.603056,0.452292,0.394417,0
1484.134616,15.64,10.58,7.513333,6.5675,5.035,3.108333,2.07875,1.039375,0.692917,0.546458,0.552083,1
1484.134616,14.38,7.59,5.26,4.195,2.996667,1.848333,1.1825,0.838125,0.603056,0.452292,0.394417,0
1484.134616,18.99,10.285,7.643333,6.665,4.938333,3.469167,2.054167,1.027083,0.684722,0.540312,0.547167,1
1484.134616,14.38,7.59,5.26,4.195,2.996667,1.848333,1.1825,0.838125,0.603056,0.452292,0.394417,0
1484.134616,0.6,0.6,0.6,0.55,0.566667,0.666667,0.691667,0.5625,0.536111,0.620833,0.590417,1
1484.134616,0.2,0.1,0.066667,0.05,0.551667,0.46744,0.297381,0.210789,0.167966,0.452292,0.394417,0
1484.134616,0.2,0.2,0.2,0.2,0.2,0.183333,0.191667,0.191667,0.186111,0.208021,0.166417,1
1484.134616,0.2,0.1,0.066667,0.05,0.033333,0.016667,0.008333,0.008333,0.167966,0.140722,0.130131,0
1484.134616,0.99,1.475,4.066667,4.475,6.705,4.189167,2.914583,1.457292,0.971528,0.755417,0.71925,1
1484.134616,0.2,0.863571,0.69,4.195,2.996667,1.848333,1.1825,0.838125,0.603056,0.452292,0.394417,0
1531.946719,0,0,0.066667,0.05,0.033333,0.016667,0.05,0.0625,0.063889,0.06875,0.07,1
1531.946719,?,?,0.066667,0.05,0.033333,0.016667,0.008333,0.008333,0.005556,0.004167,0.003333,0
1564.307591,0.4,0.4,0.4,0.4,0.4,0.433333,0.483333,0.566667,0.541667,0.535417,0.546667,1
1564.307591,0.2,0.1,0.066667,0.05,0.033333,0.016667,0.297381,0.210789,0.167966,0.452292,0.394417,0
1564.307591,0,0,0,0,0.033333,2.851667,1.909583,1.004167,0.724028,0.559583,0.447667,1
1564.307591,?,?,?,?,0.033333,1.848333,1.1825,0.838125,0.603056,0.452292,0.394417,0
1564.307591,0.6,0.6,0.533333,0.55,0.533333,0.666667,0.691667,0.5625,0.536111,0.61875,0.590417,1
1564.307591,0.2,0.1,0.066667,0.05,0.033333,0.46744,0.297381,0.210789,0.167966,0.452292,0.394417,0
1564.307591,0.2,0.1,0.133333,0.1,0.1,0.1,0.05,0.075,0.183194,0.137396,0.121583,1
1564.307591,0.2,0.1,0.066667,0.05,0.033333,0.016667,0.008333,0.008333,0.167966,0.004167,0.003333,0
1564.307591,1.19,0.595,0.396667,0.2975,0.198333,0.099167,0.049583,0.024792,0.019306,0.022812,0.041583,1
1564.307591,0.2,0.1,0.066667,0.05,0.033333,0.016667,0.008333,0.008333,0.005556,0.004167,0.003333,0
1625.780108,0.79,5.505,5.44,5.3075,6.738333,4.123333,2.881667,1.440833,0.960556,0.747188,0.712667,1
1625.780108,0.2,0.863571,5.26,4.195,2.996667,1.848333,1.1825,0.838125,0.603056,0.452292,0.394417,0
360.256302,11.11,10.84,7.226667,5.42,3.613333,1.954167,0.977083,0.488542,0.325694,0.244271,0.195417,1
360.256302,4.225833,10.84,2.222083,1.823021,1.462222,0.831875,0.487899,0.271189,0.230596,0.20464,0.180632,0
629.986391,11.11,10.84,7.226667,5.42,3.613333,1.954167,0.977083,0.488542,0.325694,0.244271,0.195417,1
629.986391,4.225833,10.84,2.222083,1.823021,1.462222,0.831875,0.487899,0.271189,0.230596,0.20464,0.180632,0
782.517679,18.74,9.37,6.246667,4.685,3.123333,1.561667,0.7975,0.797083,0.531389,0.925729,0.740583,1
782.517679,13,9.145,1.467531,1.213704,1.055432,0.600617,0.36875,0.199167,0.168549,0.531563,0.43025,0
953.415768,12.6,8.17,5.58,4.185,2.79,2.086667,1.043333,0.521667,0.967778,0.785417,0.628333,1
953.415768,2.907778,1.862407,1.467531,1.213704,1.055432,0.600617,0.36875,0.199167,0.684444,0.531563,0.43025,0
953.415768,12.63,6.315,4.21,3.1575,2.105,1.675833,0.837917,0.418958,0.293056,0.219792,0.175833,1
953.415768,2.907778,1.862407,1.467531,1.213704,1.055432,0.600617,0.36875,0.199167,0.168549,0.167095,0.14867,0
953.415768,5.12,2.56,1.706667,1.28,0.853333,0.443333,0.484583,0.250625,0.265556,0.199167,0.159333,1
953.415768,2.907778,1.862407,1.467531,1.213704,0.033333,0.016667,0.36875,0.199167,0.168549,0.167095,0.14867,0
953.415768,11.42,5.71,3.806667,2.855,1.903333,0.951667,0.500417,0.250208,0.166806,0.125104,0.100083,1
953.415768,2.907778,1.862407,1.467531,1.213704,1.055432,0.600617,0.36875,0.199167,0.002778,0.002083,0.001667,0
953.415768,30.46,18.38,12.253333,9.24,6.26,3.13,1.753333,0.876667,0.609167,0.456875,0.3655,1
953.415768,13,9.145,7.736667,6.685,4.953333,2.950833,1.705417,0.199167,0.168549,0.167095,0.14867,0
953.415768,13.19,7.78,5.186667,3.89,2.593333,1.988333,0.994167,0.497083,0.956944,0.773125,0.6185,1
953.415768,13,1.862407,1.467531,1.213704,1.055432,0.600617,0.36875,0.199167,0.684444,0.531563,0.43025,0
953.415768,0.2,13.19,8.793333,6.595,4.396667,2.198333,1.125,0.5625,0.435556,0.32875,0.373167,1
953.415768,0.2,9.145,7.736667,1.213704,1.055432,0.600617,0.36875,0.199167,0.168549,0.167095,0.14867,0
968.653158,11.22,6.495,4.853333,3.64,2.426667,2.755,1.3775,0.68875,0.459167,0.352604,0.28375,1
968.653158,2.907778,1.862407,1.467531,1.213704,1.055432,0.600617,0.36875,0.199167,0.168549,0.167095,0.14867,0
1519.87596,0,0,0,0,0,0.199167,0.429583,0.214792,0.143194,0.107396,0.085917,1
1519.87596,?,?,?,?,?,0.016667,0.36875,0.199167,0.002778,0.002083,0.001667,0
1707.886404,2.76,1.48,1.053333,0.79,0.69,0.345,0.1725,0.08625,0.0575,0.043125,0.0345,1
1707.886404,0.2,0.1,0.066667,0.05,0.033333,0.016667,0.008333,0.004167,0.002778,0.002083,0.001667,0
1533.792615,0,0,0,0,0,0,0,0,0.002778,0.002083,0.001667,1
638.342,47.4,23.7,15.8,11.85,7.9,3.95,2.369167,1.184583,1.316528,1.003958,1.08225,1
638.342,4.54,4.04,3.47,3.5825,3.341667,2.004167,2.159583,1.173958,0.782639,0.675208,0.540167,0
1894.377224,4.13,7.175,17.883333,22.5925,15.946667,7.99,4.209167,2.848542,2.497778,1.873333,1.498667,1
1894.377224,1.65,4.04,3.47,3.5825,3.341667,2.004167,2.159583,1.173958,0.782639,0.675208,0.540167,0
1894.377224,29.52,47.465,31.643333,23.7325,15.855,7.944167,3.972083,2.224167,1.482778,1.186042,0.98325,1
1894.377224,4.54,4.04,3.47,3.5825,3.341667,2.004167,2.159583,1.173958,0.782639,0.675208,0.540167,0
1894.377224,19.56,47.465,31.643333,23.7325,15.855,7.944167,3.972083,2.224167,1.482778,1.186042,0.98325,1
1894.377224,4.54,4.04,3.47,3.5825,3.341667,2.004167,2.159583,1.173958,0.782639,0.675208,0.540167,0
1894.377224,54.2,27.99,18.66,13.995,9.33,4.665,2.602917,1.782708,1.188472,0.891354,0.713083,1
1894.377224,4.54,4.04,3.47,3.5825,3.341667,2.004167,2.159583,1.173958,0.782639,0.675208,0.540167,0
1894.377224,35.14,17.67,11.78,8.835,5.923333,3.389167,1.8675,1.677292,1.659722,1.244792,0.995833,1
1894.377224,4.54,4.04,3.47,3.5825,3.341667,2.004167,0.536957,1.173958,0.782639,0.675208,0.540167,0
1894.377224,36.72,21.015,14.01,10.5075,7.038333,3.946667,2.13,1.816667,1.752639,1.314479,1.051583,1
1894.377224,4.54,4.04,3.47,3.5825,3.341667,2.004167,0.536957,1.173958,0.782639,0.675208,0.540167,0
1894.377224,3.93,1.965,1.31,0.9825,0.655,0.3275,0.16375,0.081875,0.054583,0.045104,0.059417,1
1894.377224,1.65,1.43087,1.157971,0.05,0.033333,0.016667,0.008333,0.004167,0.002778,0.002083,0.001667,0
1894.377224,0,0,0,0.05,0.198333,0.295833,0.147917,0.073958,0.10125,0.350104,0.454083,1
1894.377224,?,?,?,0.05,0.033333,0.016667,0.008333,0.004167,0.002778,0.206526,0.171178,0
1894.377224,54.2,27.99,18.66,13.995,9.33,4.665,2.602917,1.782708,1.188472,0.891354,0.713083,1
